Descripcion,mes,value,year,fecha
Neumáticos,1,28939278.93,2016,2016-01-01
Lubricantes,1,17326493.970000003,2016,2016-01-01
Partes de Motor,1,20745067.299999997,2016,2016-01-01
Filtros,1,9440784.7,2016,2016-01-01
Otros consumibles,1,9496010.27,2016,2016-01-01
Partes eléctricas,1,6711027.060000001,2016,2016-01-01
Sistema de transmisión,1,5446141.680000001,2016,2016-01-01
Partes de carrocería,1,5724765.58,2016,2016-01-01
Sistema de frenos,1,3120595.5300000003,2016,2016-01-01
Baterías,1,3034795.55,2016,2016-01-01
Sistema de suspensión,1,2475971.56,2016,2016-01-01
Accesorios,1,2266551.86,2016,2016-01-01
Ruedas y sus partes,1,2211418.38,2016,2016-01-01
Productos de caucho,1,1498657.5499999998,2016,2016-01-01
Sistema de dirección,1,1648735.24,2016,2016-01-01
Sistema de enfriamiento,1,893063.6,2016,2016-01-01
Ejes y diferencial,1,730294.1399999999,2016,2016-01-01
Sistema de escape,1,331485.59,2016,2016-01-01
Neumáticos,2,34531072.050000004,2016,2016-02-01
Lubricantes,2,21825762.49,2016,2016-02-01
Partes de Motor,2,17662143.639999997,2016,2016-02-01
Filtros,2,8524450.530000001,2016,2016-02-01
Otros consumibles,2,6558627.699999998,2016,2016-02-01
Partes eléctricas,2,5394041.01,2016,2016-02-01
Sistema de transmisión,2,4397926.289999999,2016,2016-02-01
Partes de carrocería,2,4504539.42,2016,2016-02-01
Sistema de frenos,2,2821953.64,2016,2016-02-01
Baterías,2,1923435.42,2016,2016-02-01
Sistema de suspensión,2,2163862.19,2016,2016-02-01
Accesorios,2,2103061.97,2016,2016-02-01
Ruedas y sus partes,2,1439949.35,2016,2016-02-01
Productos de caucho,2,1601373.37,2016,2016-02-01
Sistema de dirección,2,1122797.43,2016,2016-02-01
Sistema de enfriamiento,2,726710.5499999999,2016,2016-02-01
Ejes y diferencial,2,594637.86,2016,2016-02-01
Sistema de escape,2,417333.68,2016,2016-02-01
Neumáticos,3,29020374.640000004,2016,2016-03-01
Lubricantes,3,22060959.130000003,2016,2016-03-01
Partes de Motor,3,18858944.35,2016,2016-03-01
Filtros,3,10623270.74,2016,2016-03-01
Otros consumibles,3,7309652.57,2016,2016-03-01
Partes eléctricas,3,4611063.19,2016,2016-03-01
Sistema de transmisión,3,4419227.1899999995,2016,2016-03-01
Partes de carrocería,3,5613821.849999999,2016,2016-03-01
Sistema de frenos,3,2574873.05,2016,2016-03-01
Baterías,3,2047992.24,2016,2016-03-01
Sistema de suspensión,3,2415552.12,2016,2016-03-01
Accesorios,3,2220660.77,2016,2016-03-01
Ruedas y sus partes,3,1580289.6,2016,2016-03-01
Productos de caucho,3,1286675.71,2016,2016-03-01
Sistema de dirección,3,1049109.49,2016,2016-03-01
Sistema de enfriamiento,3,733498.86,2016,2016-03-01
Ejes y diferencial,3,657415.2,2016,2016-03-01
Sistema de escape,3,508310.86,2016,2016-03-01
Neumáticos,4,33971793.99000003,2016,2016-04-01
Lubricantes,4,23783691.450000014,2016,2016-04-01
Partes de Motor,4,17430539.300000016,2016,2016-04-01
Filtros,4,11861681.45999999,2016,2016-04-01
Otros consumibles,4,7726021.209999999,2016,2016-04-01
Partes eléctricas,4,4157780.8400000082,2016,2016-04-01
Sistema de transmisión,4,5942205.410000008,2016,2016-04-01
Partes de carrocería,4,4028867.069999999,2016,2016-04-01
Sistema de frenos,4,2571246.660000004,2016,2016-04-01
Baterías,4,2124121.4799999986,2016,2016-04-01
Sistema de suspensión,4,2521106.829999995,2016,2016-04-01
Accesorios,4,1536291.3800000008,2016,2016-04-01
Ruedas y sus partes,4,1325565.509999999,2016,2016-04-01
Productos de caucho,4,1628044.6,2016,2016-04-01
Sistema de dirección,4,1020076.7700000005,2016,2016-04-01
Sistema de enfriamiento,4,555895.0899999997,2016,2016-04-01
Ejes y diferencial,4,791419.4600000014,2016,2016-04-01
Sistema de escape,4,670681.8499999994,2016,2016-04-01
Neumáticos,5,36038329.34999999,2016,2016-05-01
Lubricantes,5,17722265.869999994,2016,2016-05-01
Partes de Motor,5,19361364.02000001,2016,2016-05-01
Filtros,5,8499105.050000006,2016,2016-05-01
Otros consumibles,5,8602864.059999986,2016,2016-05-01
Partes eléctricas,5,5371489.239999999,2016,2016-05-01
Sistema de transmisión,5,4252538.979999999,2016,2016-05-01
Partes de carrocería,5,4096664.39,2016,2016-05-01
Sistema de frenos,5,3121319.950000002,2016,2016-05-01
Baterías,5,2376212.0600000033,2016,2016-05-01
Sistema de suspensión,5,1863660.4600000018,2016,2016-05-01
Accesorios,5,2181246.270000001,2016,2016-05-01
Ruedas y sus partes,5,2232599.190000004,2016,2016-05-01
Productos de caucho,5,1213950.7999999998,2016,2016-05-01
Sistema de dirección,5,1278799.1899999995,2016,2016-05-01
Sistema de enfriamiento,5,572725.6600000003,2016,2016-05-01
Ejes y diferencial,5,621783.199999999,2016,2016-05-01
Sistema de escape,5,440277.89999999944,2016,2016-05-01
Neumáticos,6,31428638.9,2016,2016-06-01
Lubricantes,6,21301117.71,2016,2016-06-01
Partes de Motor,6,18158602.890000004,2016,2016-06-01
Filtros,6,9324414.469999999,2016,2016-06-01
Otros consumibles,6,7584138.15,2016,2016-06-01
Partes eléctricas,6,5308306.87,2016,2016-06-01
Sistema de transmisión,6,4159362.24,2016,2016-06-01
Partes de carrocería,6,4615243.78,2016,2016-06-01
Sistema de frenos,6,2306121.2,2016,2016-06-01
Baterías,6,2531441.53,2016,2016-06-01
Sistema de suspensión,6,1701811.8699999999,2016,2016-06-01
Accesorios,6,1756200.75,2016,2016-06-01
Ruedas y sus partes,6,1769489.53,2016,2016-06-01
Productos de caucho,6,1538829.7999999998,2016,2016-06-01
Sistema de dirección,6,969190.8200000001,2016,2016-06-01
Sistema de enfriamiento,6,623572.21,2016,2016-06-01
Ejes y diferencial,6,606758.71,2016,2016-06-01
Sistema de escape,6,273189.97,2016,2016-06-01
Neumáticos,7,35176849.76,2016,2016-07-01
Lubricantes,7,20499018.39,2016,2016-07-01
Partes de Motor,7,18711953.34,2016,2016-07-01
Filtros,7,11118024.270000001,2016,2016-07-01
Otros consumibles,7,6989926.589999999,2016,2016-07-01
Partes eléctricas,7,6077268.97,2016,2016-07-01
Sistema de transmisión,7,4479784.83,2016,2016-07-01
Partes de carrocería,7,5193367.709999999,2016,2016-07-01
Sistema de frenos,7,2730209.26,2016,2016-07-01
Baterías,7,2968638.2600000002,2016,2016-07-01
Sistema de suspensión,7,2487952.1100000003,2016,2016-07-01
Accesorios,7,1928754.53,2016,2016-07-01
Ruedas y sus partes,7,1381867.1,2016,2016-07-01
Productos de caucho,7,1219952.96,2016,2016-07-01
Sistema de dirección,7,1357291.45,2016,2016-07-01
Sistema de enfriamiento,7,597910.89,2016,2016-07-01
Ejes y diferencial,7,1042307.1499999999,2016,2016-07-01
Sistema de escape,7,525659.34,2016,2016-07-01
Neumáticos,8,37253333.64,2016,2016-08-01
Lubricantes,8,22312637.340000004,2016,2016-08-01
Partes de Motor,8,19998640.520000007,2016,2016-08-01
Filtros,8,10940894.83,2016,2016-08-01
Otros consumibles,8,8099588.2,2016,2016-08-01
Partes eléctricas,8,6169755.24,2016,2016-08-01
Sistema de transmisión,8,8344531.47,2016,2016-08-01
Partes de carrocería,8,6096755.550000001,2016,2016-08-01
Sistema de frenos,8,3197833.2600000002,2016,2016-08-01
Baterías,8,3537733.87,2016,2016-08-01
Sistema de suspensión,8,2624243.65,2016,2016-08-01
Accesorios,8,2540932.36,2016,2016-08-01
Ruedas y sus partes,8,1525128.45,2016,2016-08-01
Productos de caucho,8,1443041.9899999998,2016,2016-08-01
Sistema de dirección,8,1195640.71,2016,2016-08-01
Sistema de enfriamiento,8,723659.85,2016,2016-08-01
Ejes y diferencial,8,628078.83,2016,2016-08-01
Sistema de escape,8,396874.82,2016,2016-08-01
Neumáticos,9,32314831.260000005,2016,2016-09-01
Lubricantes,9,18719212.95,2016,2016-09-01
Partes de Motor,9,22311823.190000005,2016,2016-09-01
Filtros,9,16701855.73,2016,2016-09-01
Otros consumibles,9,8867740.25,2016,2016-09-01
Partes eléctricas,9,5653118.9399999995,2016,2016-09-01
Sistema de transmisión,9,4874485.29,2016,2016-09-01
Partes de carrocería,9,5186564.569999999,2016,2016-09-01
Sistema de frenos,9,3231525.91,2016,2016-09-01
Baterías,9,3056535.65,2016,2016-09-01
Sistema de suspensión,9,2471509.04,2016,2016-09-01
Accesorios,9,2715321.7199999997,2016,2016-09-01
Ruedas y sus partes,9,1717352.59,2016,2016-09-01
Productos de caucho,9,1782816.05,2016,2016-09-01
Sistema de dirección,9,1148136.31,2016,2016-09-01
Sistema de enfriamiento,9,861600.97,2016,2016-09-01
Ejes y diferencial,9,503557.91000000003,2016,2016-09-01
Sistema de escape,9,519799.52,2016,2016-09-01
Neumáticos,10,28842048.009999998,2016,2016-10-01
Lubricantes,10,21171607.599999998,2016,2016-10-01
Partes de Motor,10,18712553.61,2016,2016-10-01
Filtros,10,10619570.75,2016,2016-10-01
Otros consumibles,10,8053618.210000001,2016,2016-10-01
Partes eléctricas,10,6015979.4,2016,2016-10-01
Sistema de transmisión,10,4964597.19,2016,2016-10-01
Partes de carrocería,10,4869138.94,2016,2016-10-01
Sistema de frenos,10,2963353.9,2016,2016-10-01
Baterías,10,3323851.07,2016,2016-10-01
Sistema de suspensión,10,2398418.83,2016,2016-10-01
Accesorios,10,2763101.37,2016,2016-10-01
Ruedas y sus partes,10,1328817.3,2016,2016-10-01
Productos de caucho,10,1465506.6199999999,2016,2016-10-01
Sistema de dirección,10,884136.64,2016,2016-10-01
Sistema de enfriamiento,10,622814.89,2016,2016-10-01
Ejes y diferencial,10,595227.2,2016,2016-10-01
Sistema de escape,10,353086.11,2016,2016-10-01
Neumáticos,11,32739020.240000002,2016,2016-11-01
Lubricantes,11,27562025.68,2016,2016-11-01
Partes de Motor,11,19215411.609999996,2016,2016-11-01
Filtros,11,9433372.73,2016,2016-11-01
Otros consumibles,11,8686659.49,2016,2016-11-01
Partes eléctricas,11,5467355.0600000005,2016,2016-11-01
Sistema de transmisión,11,5161315.2700000005,2016,2016-11-01
Partes de carrocería,11,4766669.57,2016,2016-11-01
Sistema de frenos,11,2578926.8,2016,2016-11-01
Baterías,11,3198133.0500000003,2016,2016-11-01
Sistema de suspensión,11,2336599.69,2016,2016-11-01
Accesorios,11,3094662.2699999996,2016,2016-11-01
Ruedas y sus partes,11,1859593.03,2016,2016-11-01
Productos de caucho,11,1548652.27,2016,2016-11-01
Sistema de dirección,11,1442047.82,2016,2016-11-01
Sistema de enfriamiento,11,663589.1699999999,2016,2016-11-01
Ejes y diferencial,11,763265.65,2016,2016-11-01
Sistema de escape,11,420722.59,2016,2016-11-01
Neumáticos,12,40138747.73999999,2016,2016-12-01
Lubricantes,12,22498413.28,2016,2016-12-01
Partes de Motor,12,19834269.759999998,2016,2016-12-01
Filtros,12,11263770.2,2016,2016-12-01
Otros consumibles,12,7542369.35,2016,2016-12-01
Partes eléctricas,12,5727935.350000001,2016,2016-12-01
Sistema de transmisión,12,4371368.99,2016,2016-12-01
Partes de carrocería,12,4690918.39,2016,2016-12-01
Sistema de frenos,12,3096580.54,2016,2016-12-01
Baterías,12,2886579.58,2016,2016-12-01
Sistema de suspensión,12,2410811.59,2016,2016-12-01
Accesorios,12,2551348.0500000003,2016,2016-12-01
Ruedas y sus partes,12,2074559.72,2016,2016-12-01
Productos de caucho,12,1484211.02,2016,2016-12-01
Sistema de dirección,12,1269840.52,2016,2016-12-01
Sistema de enfriamiento,12,675297.62,2016,2016-12-01
Ejes y diferencial,12,703935.32,2016,2016-12-01
Sistema de escape,12,456585.8,2016,2016-12-01
Neumáticos,1,32348409.70599995,2018,2018-01-01
Lubricantes,1,22381026.60599989,2018,2018-01-01
Partes de Motor,1,26502198.028999798,2018,2018-01-01
Filtros,1,12305117.779999992,2018,2018-01-01
Otros consumibles,1,8086161.180000026,2018,2018-01-01
Sistema de transmisión,1,6087903.800999961,2018,2018-01-01
Partes eléctricas,1,7096818.038999953,2018,2018-01-01
Partes de carrocería,1,5624258.844000041,2018,2018-01-01
Baterías,1,3964126.0279999953,2018,2018-01-01
Sistema de frenos,1,3498362.0170000023,2018,2018-01-01
Sistema de suspensión,1,3372459.647000004,2018,2018-01-01
Accesorios,1,2912924.3900000006,2018,2018-01-01
Productos de caucho,1,2055746.072999991,2018,2018-01-01
Ruedas y sus partes,1,1416737.7629999984,2018,2018-01-01
Sistema de dirección,1,1673405.2939999974,2018,2018-01-01
Ejes y diferencial,1,1255163.8260000004,2018,2018-01-01
Sistema de enfriamiento,1,1037638.3429999984,2018,2018-01-01
Sistema de escape,1,521685.90999999945,2018,2018-01-01
Neumáticos,2,30802207.379999883,2018,2018-02-01
Lubricantes,2,19470075.472000048,2018,2018-02-01
Partes de Motor,2,20610712.782000106,2018,2018-02-01
Filtros,2,8238017.537000024,2018,2018-02-01
Otros consumibles,2,8056160.92599998,2018,2018-02-01
Sistema de transmisión,2,6620233.984999979,2018,2018-02-01
Partes eléctricas,2,6410259.038999992,2018,2018-02-01
Partes de carrocería,2,4200566.298999963,2018,2018-02-01
Baterías,2,2826102.738000004,2018,2018-02-01
Sistema de frenos,2,2851634.2020000056,2018,2018-02-01
Sistema de suspensión,2,3453304.258000011,2018,2018-02-01
Accesorios,2,2059360.974000005,2018,2018-02-01
Productos de caucho,2,1778659.6700000032,2018,2018-02-01
Ruedas y sus partes,2,1333374.529,2018,2018-02-01
Sistema de dirección,2,1415833.724999998,2018,2018-02-01
Ejes y diferencial,2,848635.5290000003,2018,2018-02-01
Sistema de enfriamiento,2,1013409.0640000021,2018,2018-02-01
Sistema de escape,2,468700.3559999995,2018,2018-02-01
Neumáticos,3,35436392.9769999,2018,2018-03-01
Lubricantes,3,27247815.94600001,2018,2018-03-01
Partes de Motor,3,24501758.295999832,2018,2018-03-01
Filtros,3,10035262.882000068,2018,2018-03-01
Otros consumibles,3,9120822.33999997,2018,2018-03-01
Sistema de transmisión,3,6534414.470999982,2018,2018-03-01
Partes eléctricas,3,6716237.638999982,2018,2018-03-01
Partes de carrocería,3,4922631.741999963,2018,2018-03-01
Baterías,3,2859932.6489999983,2018,2018-03-01
Sistema de frenos,3,2781059.6539999996,2018,2018-03-01
Sistema de suspensión,3,2896614.737000008,2018,2018-03-01
Accesorios,3,2811642.5280000046,2018,2018-03-01
Productos de caucho,3,1820995.1789999933,2018,2018-03-01
Ruedas y sus partes,3,2198706.509999997,2018,2018-03-01
Sistema de dirección,3,1338381.8679999989,2018,2018-03-01
Ejes y diferencial,3,1119102.8849999993,2018,2018-03-01
Sistema de enfriamiento,3,828061.0839999991,2018,2018-03-01
Sistema de escape,3,641374.0240000004,2018,2018-03-01
Neumáticos,4,37374943.842000075,2018,2018-04-01
Lubricantes,4,25718254.637,2018,2018-04-01
Partes de Motor,4,22344680.869999778,2018,2018-04-01
Filtros,4,9373170.760999905,2018,2018-04-01
Otros consumibles,4,8521607.197999967,2018,2018-04-01
Sistema de transmisión,4,6939739.645,2018,2018-04-01
Partes eléctricas,4,5328620.291000004,2018,2018-04-01
Partes de carrocería,4,5557965.787000015,2018,2018-04-01
Baterías,4,3490956.121000002,2018,2018-04-01
Sistema de frenos,4,3039327.0659999987,2018,2018-04-01
Sistema de suspensión,4,2355146.8930000216,2018,2018-04-01
Accesorios,4,2435260.775999995,2018,2018-04-01
Productos de caucho,4,2024868.0599999956,2018,2018-04-01
Ruedas y sus partes,4,1452679.75,2018,2018-04-01
Sistema de dirección,4,1287200.5069999984,2018,2018-04-01
Ejes y diferencial,4,952931.126,2018,2018-04-01
Sistema de enfriamiento,4,776375.103,2018,2018-04-01
Sistema de escape,4,570464.4960000005,2018,2018-04-01
Neumáticos,5,35604744.96699997,2018,2018-05-01
Lubricantes,5,36870201.01500002,2018,2018-05-01
Partes de Motor,5,24198923.94999961,2018,2018-05-01
Filtros,5,11073848.57900004,2018,2018-05-01
Otros consumibles,5,9620978.25200006,2018,2018-05-01
Sistema de transmisión,5,7177390.960999996,2018,2018-05-01
Partes eléctricas,5,7198901.598999974,2018,2018-05-01
Partes de carrocería,5,5507009.850999957,2018,2018-05-01
Baterías,5,3590009.975000002,2018,2018-05-01
Sistema de frenos,5,3067095.449000005,2018,2018-05-01
Sistema de suspensión,5,2666664.1030000034,2018,2018-05-01
Accesorios,5,2367377.626000003,2018,2018-05-01
Productos de caucho,5,2297078.2069999985,2018,2018-05-01
Ruedas y sus partes,5,2154869.6769999964,2018,2018-05-01
Sistema de dirección,5,1267205.5729999985,2018,2018-05-01
Ejes y diferencial,5,935244.8779999997,2018,2018-05-01
Sistema de enfriamiento,5,898453.4860000019,2018,2018-05-01
Sistema de escape,5,461722.2679999996,2018,2018-05-01
Neumáticos,6,40789411.66599985,2018,2018-06-01
Lubricantes,6,27313876.897000063,2018,2018-06-01
Partes de Motor,6,25203917.233999845,2018,2018-06-01
Filtros,6,10274623.970000057,2018,2018-06-01
Otros consumibles,6,9334791.648000034,2018,2018-06-01
Sistema de transmisión,6,5425493.564999975,2018,2018-06-01
Partes eléctricas,6,5305418.769999966,2018,2018-06-01
Partes de carrocería,6,5750818.113999958,2018,2018-06-01
Baterías,6,4117291.5010000016,2018,2018-06-01
Sistema de frenos,6,3426256.4980000006,2018,2018-06-01
Sistema de suspensión,6,2399430.261000012,2018,2018-06-01
Accesorios,6,2211743.3829999967,2018,2018-06-01
Productos de caucho,6,1798493.9020000016,2018,2018-06-01
Ruedas y sus partes,6,2121207.2560000042,2018,2018-06-01
Sistema de dirección,6,1359664.857,2018,2018-06-01
Ejes y diferencial,6,969299.8099999997,2018,2018-06-01
Sistema de enfriamiento,6,886681.8049999997,2018,2018-06-01
Sistema de escape,6,525314.7359999998,2018,2018-06-01
Neumáticos,7,38143039.22500008,2018,2018-07-01
Lubricantes,7,27318130.697999936,2018,2018-07-01
Partes de Motor,7,22483221.02800003,2018,2018-07-01
Filtros,7,10132574.688000036,2018,2018-07-01
Otros consumibles,7,9217438.99400002,2018,2018-07-01
Sistema de transmisión,7,6682899.693000004,2018,2018-07-01
Partes eléctricas,7,6531960.461000018,2018,2018-07-01
Partes de carrocería,7,5284400.296000014,2018,2018-07-01
Baterías,7,3642041.249999996,2018,2018-07-01
Sistema de frenos,7,3253234.158000007,2018,2018-07-01
Sistema de suspensión,7,3165463.721999998,2018,2018-07-01
Accesorios,7,3081876.2340000034,2018,2018-07-01
Productos de caucho,7,1776648.242,2018,2018-07-01
Ruedas y sus partes,7,1578488.1670000043,2018,2018-07-01
Sistema de dirección,7,1518804.0089999952,2018,2018-07-01
Ejes y diferencial,7,663954.8170000009,2018,2018-07-01
Sistema de enfriamiento,7,763306.2219999994,2018,2018-07-01
Sistema de escape,7,514266.14400000003,2018,2018-07-01
Neumáticos,8,47526656.75700008,2018,2018-08-01
Lubricantes,8,33075898.513999954,2018,2018-08-01
Partes de Motor,8,25200137.644999895,2018,2018-08-01
Filtros,8,11609888.61199996,2018,2018-08-01
Otros consumibles,8,9220615.557999976,2018,2018-08-01
Sistema de transmisión,8,7392266.536999982,2018,2018-08-01
Partes eléctricas,8,7095883.786,2018,2018-08-01
Partes de carrocería,8,6548978.819000045,2018,2018-08-01
Baterías,8,4483063.986000006,2018,2018-08-01
Sistema de frenos,8,3576373.58599998,2018,2018-08-01
Sistema de suspensión,8,2841655.121999979,2018,2018-08-01
Accesorios,8,2106232.577000002,2018,2018-08-01
Productos de caucho,8,1896454.887000003,2018,2018-08-01
Ruedas y sus partes,8,2225473.7609999897,2018,2018-08-01
Sistema de dirección,8,1590641.8249999948,2018,2018-08-01
Ejes y diferencial,8,893089.3160000005,2018,2018-08-01
Sistema de enfriamiento,8,781026.424,2018,2018-08-01
Sistema de escape,8,729176.654,2018,2018-08-01
Neumáticos,9,44447597.76000008,2018,2018-09-01
Lubricantes,9,30270774.03299997,2018,2018-09-01
Partes de Motor,9,24987513.13600011,2018,2018-09-01
Filtros,9,11069315.771999944,2018,2018-09-01
Otros consumibles,9,9618902.244000047,2018,2018-09-01
Sistema de transmisión,9,5459481.506000006,2018,2018-09-01
Partes eléctricas,9,6547080.589999997,2018,2018-09-01
Partes de carrocería,9,5316417.301999989,2018,2018-09-01
Baterías,9,3756663.2649999997,2018,2018-09-01
Sistema de frenos,9,2999831.504999989,2018,2018-09-01
Sistema de suspensión,9,2603387.694000008,2018,2018-09-01
Accesorios,9,2645161.708000001,2018,2018-09-01
Productos de caucho,9,2032414.1399999992,2018,2018-09-01
Ruedas y sus partes,9,1282547.3929999946,2018,2018-09-01
Sistema de dirección,9,1571158.9699999993,2018,2018-09-01
Ejes y diferencial,9,894960.3410000011,2018,2018-09-01
Sistema de enfriamiento,9,1114532.877000001,2018,2018-09-01
Sistema de escape,9,449166.8569999992,2018,2018-09-01
Neumáticos,10,37202201.36199999,2018,2018-10-01
Lubricantes,10,31626544.08400002,2018,2018-10-01
Partes de Motor,10,24277101.213999983,2018,2018-10-01
Filtros,10,12883707.665000033,2018,2018-10-01
Otros consumibles,10,10624278.410999978,2018,2018-10-01
Sistema de transmisión,10,9559396.431000002,2018,2018-10-01
Partes eléctricas,10,7504598.433000014,2018,2018-10-01
Partes de carrocería,10,6245514.503999973,2018,2018-10-01
Baterías,10,3811511.304000006,2018,2018-10-01
Sistema de frenos,10,4247475.532999995,2018,2018-10-01
Sistema de suspensión,10,3326576.8170000175,2018,2018-10-01
Accesorios,10,2871306.7220000015,2018,2018-10-01
Productos de caucho,10,3119002.4450000096,2018,2018-10-01
Ruedas y sus partes,10,1622587.6079999977,2018,2018-10-01
Sistema de dirección,10,1447238.5889999995,2018,2018-10-01
Ejes y diferencial,10,920933.2239999978,2018,2018-10-01
Sistema de enfriamiento,10,756234.4869999996,2018,2018-10-01
Sistema de escape,10,391253.6609999999,2018,2018-10-01
Neumáticos,11,35681760.48599985,2018,2018-11-01
Lubricantes,11,24164412.51200003,2018,2018-11-01
Partes de Motor,11,24637012.51500005,2018,2018-11-01
Filtros,11,10952045.07900008,2018,2018-11-01
Otros consumibles,11,10705787.69700004,2018,2018-11-01
Sistema de transmisión,11,7185772.675999981,2018,2018-11-01
Partes eléctricas,11,6378033.675000033,2018,2018-11-01
Partes de carrocería,11,5073649.726000004,2018,2018-11-01
Baterías,11,4442563.979000009,2018,2018-11-01
Sistema de frenos,11,4006325.4069999983,2018,2018-11-01
Sistema de suspensión,11,2766611.792999986,2018,2018-11-01
Accesorios,11,3243343.362000005,2018,2018-11-01
Productos de caucho,11,1796846.7860000029,2018,2018-11-01
Ruedas y sus partes,11,2039695.0299999968,2018,2018-11-01
Sistema de dirección,11,1223212.0980000033,2018,2018-11-01
Ejes y diferencial,11,1211068.8619999995,2018,2018-11-01
Sistema de enfriamiento,11,930631.0060000009,2018,2018-11-01
Sistema de escape,11,518984.92499999993,2018,2018-11-01
Neumáticos,12,30193293.373999875,2018,2018-12-01
Lubricantes,12,19357040.390999995,2018,2018-12-01
Partes de Motor,12,23288771.472000126,2018,2018-12-01
Filtros,12,10597205.341000121,2018,2018-12-01
Otros consumibles,12,9047695.696999995,2018,2018-12-01
Sistema de transmisión,12,5851223.533000026,2018,2018-12-01
Partes eléctricas,12,5180082.685999993,2018,2018-12-01
Partes de carrocería,12,4664627.642999969,2018,2018-12-01
Baterías,12,3083751.8490000083,2018,2018-12-01
Sistema de frenos,12,3167081.6559999976,2018,2018-12-01
Sistema de suspensión,12,2561551.886000008,2018,2018-12-01
Accesorios,12,2268939.6629999983,2018,2018-12-01
Productos de caucho,12,2374817.442000001,2018,2018-12-01
Ruedas y sus partes,12,1338136.0710000044,2018,2018-12-01
Sistema de dirección,12,1340890.942000003,2018,2018-12-01
Ejes y diferencial,12,1067346.087000002,2018,2018-12-01
Sistema de enfriamiento,12,993617.1720000017,2018,2018-12-01
Sistema de escape,12,525803.6549999997,2018,2018-12-01
Neumáticos,1,40723531.51200004,2019,2019-01-01
Partes de Motor,1,25709377.897999696,2019,2019-01-01
Lubricantes,1,24526507.096000034,2019,2019-01-01
Filtros,1,12058390.982000034,2019,2019-01-01
Otros consumibles,1,10546754.898999974,2019,2019-01-01
Sistema de transmisión,1,7971664.721999996,2019,2019-01-01
Partes eléctricas,1,6825599.8549999865,2019,2019-01-01
